# filename:lineno [module]function flags format
drivers/usb/core/hub.c:3428 [usbcore]usb_port_resume =_ "can't resume, status %d\012"
drivers/usb/core/hub.c:3409 [usbcore]usb_port_resume =_ "can't resume usb port, status %d\012"
drivers/usb/core/hub.c:3359 [usbcore]wait_for_connected =_ "Waited %dms for CONNECT\012"
drivers/usb/core/hub.c:3316 [usbcore]finish_port_resume =_ "disable remote wakeup, status %d\012"
drivers/usb/core/hub.c:3294 [usbcore]finish_port_resume =_ "gone after usb resume? status %d\012"
drivers/usb/core/hub.c:3286 [usbcore]finish_port_resume =_ "retry with reset-resume\012"
drivers/usb/core/hub.c:3246 [usbcore]finish_port_resume =_ "%s\012"
drivers/usb/core/hub.c:3208 [usbcore]usb_port_suspend =_ "usb %ssuspend, wakeup %d\012"
drivers/usb/core/hub.c:3189 [usbcore]usb_port_suspend =_ "can't suspend, status %d\012"
drivers/usb/core/hub.c:3148 [usbcore]usb_port_suspend =_ "won't remote wakeup, status %d\012"
drivers/usb/core/hub.c:2962 [usbcore]check_port_resume_type =_ "status %04x.%04x after resume, %d\012"
drivers/usb/core/hub.c:2837 [usbcore]hub_port_reset =_ "not enabled, trying %sreset again...\012"
drivers/usb/core/hub.c:2830 [usbcore]hub_port_reset =_ "hot reset failed, warm reset\012"
drivers/usb/core/hub.c:2794 [usbcore]hub_port_reset =_ "port_wait_reset: err = %d\012"
drivers/usb/core/hub.c:2700 [usbcore]hub_port_wait_reset =_ "not %sreset yet, waiting %dms\012"
drivers/usb/core/hub.c:2431 [usbcore]usb_new_device =_ "udev %d, busnum %d, minor = %d\012"
drivers/usb/core/hub.c:2123 [usbcore]usb_disconnect =_ "unregistering device\012"
drivers/usb/core/hub.c:1539 [usbcore]hub_configure =_ "%sover-current condition exists\012"
drivers/usb/core/hub.c:1535 [usbcore]hub_configure =_ "local power source is %s\012"
drivers/usb/core/hub.c:1523 [usbcore]hub_configure =_ "%umA bus power budget for each child\012"
drivers/usb/core/hub.c:1507 [usbcore]hub_configure =_ "hub controller current requirement: %dmA\012"
drivers/usb/core/hub.c:1480 [usbcore]hub_configure =_ "power on to power good time: %dms\012"
drivers/usb/core/hub.c:1476 [usbcore]hub_configure =_ "Port indicators are supported\012"
drivers/usb/core/hub.c:1469 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns)\012"
drivers/usb/core/hub.c:1463 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns)\012"
drivers/usb/core/hub.c:1457 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns)\012"
drivers/usb/core/hub.c:1450 [usbcore]hub_configure =_ "TT requires at most %d FS bit times (%d ns)\012"
drivers/usb/core/hub.c:1439 [usbcore]hub_configure =_ "Unrecognized hub protocol %d\012"
drivers/usb/core/hub.c:1427 [usbcore]hub_configure =_ "TT per port\012"
drivers/usb/core/hub.c:1421 [usbcore]hub_configure =_ "Single TT\012"
drivers/usb/core/hub.c:1410 [usbcore]hub_configure =_ "no over-current protection\012"
drivers/usb/core/hub.c:1406 [usbcore]hub_configure =_ "individual port over-current protection\012"
drivers/usb/core/hub.c:1403 [usbcore]hub_configure =_ "global over-current protection\012"
drivers/usb/core/hub.c:1397 [usbcore]hub_configure =_ "no power switching (usb 1.0)\012"
drivers/usb/core/hub.c:1393 [usbcore]hub_configure =_ "individual port power switching\012"
drivers/usb/core/hub.c:1390 [usbcore]hub_configure =_ "ganged power switching\012"
drivers/usb/core/hub.c:1386 [usbcore]hub_configure =_ "standalone hub\012"
drivers/usb/core/hub.c:1384 [usbcore]hub_configure =_ "compound device; port removable status: %s\012"
drivers/usb/core/hub.c:1083 [usbcore]hub_activate =_ "status %04x change %04x\012"
drivers/usb/core/hub.c:920 [usbcore]hub_port_logical_disconnect =_ "logical disconnect\012"
drivers/usb/core/hub.c:874 [usbcore]hub_power_on =_ "trying to enable port power on non-switchable hub\012"
drivers/usb/core/hub.c:871 [usbcore]hub_power_on =_ "enabling power on all ports\012"
drivers/usb/core/hub.c:681 [usbcore]hub_irq =_ "transfer --> %d\012"
drivers/usb/core/hub.c:455 [usbcore]set_port_led =_ "indicator %s status %d\012"
drivers/usb/core/hcd.c:2986 [usbcore]usb_remove_hcd =_ "roothub graceful disconnect\012"
drivers/usb/core/hcd.c:2877 [usbcore]usb_add_hcd =_ "supports USB remote wakeup\012"
drivers/usb/core/hcd.c:2810 [usbcore]usb_add_hcd =_ "pool alloc failed\012"
drivers/usb/core/hcd.c:2537 [usbcore]__usb_create_hcd =_ "hcd bandwidth mutex alloc failed\012"
drivers/usb/core/hcd.c:2528 [usbcore]__usb_create_hcd =_ "hcd address0 mutex alloc failed\012"
drivers/usb/core/hcd.c:2348 [usbcore]hcd_bus_resume =_ "bus %s fail, err %d\012"
drivers/usb/core/hcd.c:2307 [usbcore]hcd_bus_resume =_ "skipped %s of dead bus\012"
drivers/usb/core/hcd.c:2305 [usbcore]hcd_bus_resume =_ "usb %sresume\012"
drivers/usb/core/hcd.c:2293 [usbcore]hcd_bus_suspend =_ "bus %s fail, err %d\012"
drivers/usb/core/hcd.c:2280 [usbcore]hcd_bus_suspend =_ "suspend raced with wakeup event\012"
drivers/usb/core/hcd.c:2259 [usbcore]hcd_bus_suspend =_ "skipped %s of dead bus\012"
drivers/usb/core/hcd.c:2257 [usbcore]hcd_bus_suspend =_ "bus %ssuspend, wakeup %d\012"
drivers/usb/core/hcd.c:1919 [usbcore]usb_hcd_flush_endpoint =_ "shutdown urb %pK ep%d%s%s\012"
drivers/usb/core/hcd.c:1737 [usbcore]usb_hcd_unlink_urb =_ "hcd_unlink_urb %pK fail %d\012"
drivers/usb/core/hcd.c:1220 [usbcore]usb_calc_bus_time =_ "%s: bogus device speed!\012"
drivers/usb/core/hcd.c:1109 [usbcore]register_root_hub =_ "can't read %s bos descriptor %d\012"
drivers/usb/core/hcd.c:1098 [usbcore]register_root_hub =_ "can't read %s device descriptor %d\012"
drivers/usb/core/hcd.c:819 [usbcore]rh_queue_status =_ "not queuing rh status urb\012"
drivers/usb/core/hcd.c:710 [usbcore]rh_call_control =_ "CTRL: TypeReq=0x%x val=0x%x idx=0x%x len=%d ==> %d\012"
drivers/usb/core/hcd.c:664 [usbcore]rh_call_control =_ "no endpoint features yet\012"
drivers/usb/core/hcd.c:649 [usbcore]rh_call_control =_ "root hub device address %d\012"
drivers/usb/core/urb.c:393 [usbcore]usb_submit_urb =_ "bogus endpoint ep%d%s in %s (bad maxpacket %d)\012"
drivers/usb/core/message.c:2169 [usbcore]cdc_parse_cdc_header =_ "Ignoring descriptor: type %02x, length %ud\012"
drivers/usb/core/message.c:1930 [usbcore]usb_set_configuration =_ "adding %s (config #%d, interface %d)\012"
drivers/usb/core/message.c:1353 [usbcore]usb_set_interface =_ "manual set_interface for iface %d, alt %d\012"
drivers/usb/core/message.c:1302 [usbcore]usb_set_interface =_ "selecting invalid interface %d\012"
drivers/usb/core/message.c:1192 [usbcore]usb_disable_device =_ "%s nuking %s URBs\012"
drivers/usb/core/message.c:1168 [usbcore]usb_disable_device =_ "unregistering interface %s\012"
drivers/usb/core/message.c:840 [usbcore]usb_string =_ "wrong descriptor type %02x for string %d (\042%s\042)\012"
drivers/usb/core/message.c:789 [usbcore]usb_get_langid =_ "default language 0x%04x\012"
drivers/usb/core/message.c:549 [usbcore]usb_sg_wait =_ "%s, submit --> %d\012"
drivers/usb/core/message.c:71 [usbcore]usb_start_wait_urb =_ "%s timed out on ep%d%s len=%u/%u\012"
drivers/usb/core/driver.c:1832 [usbcore]autosuspend_check =_ "HCD doesn't handle wakeup requests\012"
drivers/usb/core/driver.c:1821 [usbcore]autosuspend_check =_ "remote wakeup needed for autosuspend\012"
drivers/usb/core/driver.c:1257 [usbcore]usb_resume_interface =_ "no reset_resume for driver %s?\012"
drivers/usb/core/driver.c:1024 [usbcore]usb_forced_unbind_intf =_ "forced unbind\012"
drivers/usb/core/driver.c:857 [usbcore]usb_uevent =_ "usb %s: bus removed?\012"
drivers/usb/core/driver.c:853 [usbcore]usb_uevent =_ "usb %s: already deleted?\012"
drivers/usb/core/driver.c:314 [usbcore]usb_probe_interface =_ "%s - got id\012"
drivers/usb/core/driver.c:292 [usbcore]usb_probe_interface =_ "%s\012"
drivers/usb/core/driver.c:255 [usbcore]usb_probe_device =_ "%s\012"
drivers/usb/core/config.c:723 [usbcore]usb_parse_configuration =_ "skipped %d descriptor%s after %s\012"
drivers/usb/core/config.c:490 [usbcore]usb_parse_interface =_ "skipped %d descriptor%s after %s\012"
drivers/usb/core/config.c:411 [usbcore]usb_parse_endpoint =_ "skipped %d descriptor%s after %s\012"
drivers/usb/core/file.c:236 [usbcore]usb_deregister_dev =_ "removing %d minor\012"
drivers/usb/core/file.c:185 [usbcore]usb_register_dev =_ "looking for a minor, starting at %d\012"
drivers/usb/core/devio.c:2281 [usbcore]proc_disconnect_claim =_ "disconnect by usbfs\012"
drivers/usb/core/devio.c:2150 [usbcore]proc_ioctl =_ "disconnect by usbfs\012"
drivers/usb/core/generic.c:151 [usbcore]usb_choose_configuration =_ "configuration #%d chosen from %d choice%s\012"
drivers/usb/core/quirks.c:366 [usbcore]usb_detect_interface_quirks =_ "USB interface quirks for this device: %x\012"
drivers/usb/core/quirks.c:345 [usbcore]usb_detect_quirks =_ "USB quirks for this device: %x\012"
drivers/usb/core/port.c:350 [usbcore]link_peers_report =_ "failed to peer to %s (%d)\012"
drivers/usb/core/port.c:347 [usbcore]link_peers_report =_ "peered to %s\012"
drivers/usb/core/port.c:295 [usbcore]link_peers =_ "usb: failed to peer %s and %s by %s (%s:%s) (%s:%s)\012"
drivers/usb/core/port.c:196 [usbcore]usb_port_runtime_resume =_ "reconnect timeout\012"
drivers/usb/core/hcd-pci.c:628 [usbcore]hcd_pci_runtime_resume =_ "hcd_pci_runtime_resume: %d\012"
drivers/usb/core/hcd-pci.c:618 [usbcore]hcd_pci_runtime_suspend =_ "hcd_pci_runtime_suspend: %d\012"
drivers/usb/core/hcd-pci.c:575 [usbcore]hcd_pci_suspend_noirq =_ "--> PCI %s\012"
drivers/usb/core/hcd-pci.c:571 [usbcore]hcd_pci_suspend_noirq =_ "--> PCI D0 legacy\012"
drivers/usb/core/hcd-pci.c:564 [usbcore]hcd_pci_suspend_noirq =_ "wakeup: %d\012"
drivers/usb/core/hcd-pci.c:504 [usbcore]resume_common =_ "can't resume, not suspended!\012"
drivers/usb/core/hcd-pci.c:261 [usbcore]usb_hcd_pci_probe =_ "no i/o regions available\012"
drivers/usb/core/hcd-pci.c:240 [usbcore]usb_hcd_pci_probe =_ "error mapping memory\012"
drivers/usb/core/hcd-pci.c:234 [usbcore]usb_hcd_pci_probe =_ "controller already in use\012"
drivers/usb/core/hcd-pci.c:141 [usbcore]non_ehci_add =_ "FS/LS companion for %s\012"
drivers/usb/core/hcd-pci.c:123 [usbcore]ehci_post_add =_ "HS companion for %s\012"
drivers/usb/core/usb-acpi.c:82 [usbcore]usb_acpi_set_power_state =_ "acpi: power failed to be set\012"
drivers/usb/core/usb-acpi.c:80 [usbcore]usb_acpi_set_power_state =_ "acpi: power was set to %d\012"
drivers/usb/host/pci-quirks.c:758 [pci_quirks]ehci_bios_handoff =_ "EHCI: BIOS handoff\012"
drivers/usb/host/pci-quirks.c:589 [pci_quirks]uhci_check_and_reset_hc =_ "Performing full reset\012"
drivers/usb/host/pci-quirks.c:583 [pci_quirks]uhci_check_and_reset_hc =_ "%s: intr = 0x%04x\012"
drivers/usb/host/pci-quirks.c:576 [pci_quirks]uhci_check_and_reset_hc =_ "%s: cmd = 0x%04x\012"
drivers/usb/host/pci-quirks.c:568 [pci_quirks]uhci_check_and_reset_hc =_ "%s: legsup = 0x%04x\012"
drivers/usb/host/pci-quirks.c:272 [pci_quirks]usb_hcd_amd_remote_wakeup_quirk =_ "QUIRK: Enable AMD remote wakeup fix\012"
drivers/usb/host/ehci-hcd.c:1328 [ehci_hcd]ehci_hcd_init =_ "%s: block sizes: qh %zd qtd %zd itd %zd sitd %zd\012"
drivers/usb/host/ehci-hcd.c:817 [ehci_hcd]ehci_irq =_ "port %d remote wakeup\012"
drivers/usb/host/ehci-hcd.c:770 [ehci_hcd]ehci_irq =_ "IAA with IAAD still set?\012"
drivers/usb/host/ehci-hcd.c:722 [ehci_hcd]ehci_irq =_ "device removed\012"
drivers/usb/host/ehci-hcd.c:565 [ehci_hcd]ehci_init =_ "park %d\012"
drivers/usb/host/ehci-hcd.c:549 [ehci_hcd]ehci_init =_ "enable per-port change event\012"
drivers/usb/host/ehci-hcd.c:435 [ehci_hcd]ehci_stop =_ "stop\012"
drivers/usb/host/ehci-sched.c:2492 [ehci_hcd]scan_isoc =_ "corrupt type %d frame %d shadow %p\012"
drivers/usb/host/ehci-sched.c:2349 [ehci_hcd]sitd_submit =_ "can't init sitds\012"
drivers/usb/host/ehci-sched.c:2333 [ehci_hcd]sitd_submit =_ "can't change iso interval %d --> %d\012"
drivers/usb/host/ehci-sched.c:2328 [ehci_hcd]sitd_submit =_ "can't get iso stream\012"
drivers/usb/host/ehci-sched.c:1970 [ehci_hcd]itd_submit =_ "can't init itds\012"
drivers/usb/host/ehci-sched.c:1952 [ehci_hcd]itd_submit =_ "can't change iso interval %d --> %d\012"
drivers/usb/host/ehci-sched.c:1947 [ehci_hcd]itd_submit =_ "can't get iso stream\012"
drivers/usb/host/ehci-sched.c:1663 [ehci_hcd]iso_stream_schedule =_ "request %p would overflow (%u+%u >= %u)\012"
drivers/usb/host/ehci-sched.c:1637 [ehci_hcd]iso_stream_schedule =_ "iso underrun %p (%u+%u < %u) [%u]\012"
drivers/usb/host/ehci-sched.c:1607 [ehci_hcd]iso_stream_schedule =_ "request %p would overflow (%u-%u < %u mod %u)\012"
drivers/usb/host/ehci-sched.c:1552 [ehci_hcd]iso_stream_schedule =_ "iso sched full %p"
drivers/usb/host/ehci-sched.c:1178 [ehci_hcd]iso_stream_find =_ "dev %s ep%d%s, not iso??\012"
drivers/usb/host/ehci-sched.c:873 [ehci_hcd]qh_schedule =_ "reused qh %p schedule\012"
drivers/usb/host/ehci-sched.c:648 [ehci_hcd]qh_unlink_periodic =_ "unlink qh%d-%04x/%p start %d [%d/%d us]\012"
drivers/usb/host/ehci-sched.c:555 [ehci_hcd]qh_link_periodic =_ "link qh%d-%04x/%p start %d [%d/%d us]\012"
drivers/usb/host/ehci-sched.c:215 [ehci_hcd]bandwidth_dbg =_ "ep %02x: %s %s @ %u+%u (%u.%u+%u) [%u/%u us] mask %04x\012"
drivers/usb/host/ehci-q.c:935 [ehci_hcd]qh_make =_ "bogus dev %p speed %d\012"
drivers/usb/host/ehci-q.c:795 [ehci_hcd]qh_make =_ "bogus qh maxpacket %d\012"
drivers/usb/host/ehci-q.c:379 [ehci_hcd]qh_completions =_ "detected XactErr len %zu/%zu retry %d\012"
drivers/usb/host/ehci-q.c:363 [ehci_hcd]qh_completions =_ "detected DataBufferErr for urb %p ep%d%s len %d, qtd %p [qh %p]\012"
drivers/usb/host/ehci-q.c:242 [ehci_hcd]qtd_copy_status =_ "devpath %s ep%d%s 3strikes\012"
drivers/usb/host/ehci-q.c:180 [ehci_hcd]ehci_clear_tt_buffer =_ "clear tt buffer port %d, a%d ep%d t%08x\012"
drivers/usb/host/ehci-mem.c:235 [ehci_hcd]ehci_mem_init =_ "couldn't init memory\012"
drivers/usb/host/ehci-mem.c:101 [ehci_hcd]ehci_qh_alloc =_ "no dummy td\012"
drivers/usb/host/ehci-mem.c:71 [ehci_hcd]qh_destroy =_ "unused qh not empty!\012"
drivers/usb/host/ehci-hub.c:1238 [ehci_hcd]ehci_hub_control =_ "port %d low speed --> companion\012"
drivers/usb/host/ehci-hub.c:1209 [ehci_hcd]ehci_hub_control =_ "Port%d phy low pwr mode %s\012"
drivers/usb/host/ehci-hub.c:1107 [ehci_hcd]ehci_hub_control =_ "port %d --> companion\012"
drivers/usb/host/ehci-hub.c:606 [ehci_hcd]check_reset_complete =_ "port %d reset complete, port enabled\012"
drivers/usb/host/ehci-hub.c:594 [ehci_hcd]check_reset_complete =_ "port %d full speed --> companion\012"
drivers/usb/host/ehci-hub.c:443 [ehci_hcd]ehci_bus_resume =_ "Port status(0x%x) is wrong\012"
drivers/usb/host/ehci-hub.c:416 [ehci_hcd]ehci_bus_resume =_ "resume root hub%s\012"
drivers/usb/host/ehci-hub.c:341 [ehci_hcd]ehci_bus_suspend =_ "Port %d phy low-power mode %s\012"
drivers/usb/host/ehci-hub.c:255 [ehci_hcd]ehci_bus_suspend =_ "suspend failed because a port is resuming\012"
drivers/usb/host/ehci-hub.c:235 [ehci_hcd]ehci_bus_suspend =_ "suspend root hub\012"
drivers/usb/host/ehci-hub.c:129 [ehci_hcd]ehci_handover_companion_ports =_ "failed handover port %d: %x\012"
drivers/usb/host/ehci-timer.c:363 [ehci_hcd]ehci_iaa_watchdog =_ "IAA watchdog: status %x cmd %x\012"
drivers/usb/host/ehci-timer.c:169 [ehci_hcd]ehci_poll_PSS =_ "Waited too long for the periodic schedule status (%x/%x), giving up\012"
drivers/usb/host/ehci-timer.c:123 [ehci_hcd]ehci_poll_ASS =_ "Waited too long for the async schedule status (%x/%x), giving up\012"
drivers/usb/host/ehci-dbg.c:294 [ehci_hcd]dbg_port =_ "%s\012"
drivers/usb/host/ehci-dbg.c:285 [ehci_hcd]dbg_cmd =_ "%s\012"
drivers/usb/host/ehci-dbg.c:276 [ehci_hcd]dbg_status =_ "%s\012"
drivers/usb/host/ehci-dbg.c:85 [ehci_hcd]dbg_hcc_params =_ "%s hcc_params %04x thresh %d uframes %s%s%s%s%s%s%s\012"
drivers/usb/host/ehci-dbg.c:71 [ehci_hcd]dbg_hcc_params =_ "%s hcc_params %04x caching frame %s%s%s\012"
drivers/usb/host/ehci-dbg.c:52 [ehci_hcd]dbg_hcs_params =_ "%s portroute %s\012"
drivers/usb/host/ehci-dbg.c:38 [ehci_hcd]dbg_hcs_params =_ "%s hcs_params 0x%x dbg=%d%s cc=%d pcc=%d%s%s ports=%d\012"
drivers/usb/host/ehci-pci.c:289 [ehci_pci]ehci_pci_setup =_ "bogus port configuration: cc=%d x pcc=%d < ports=%d\012"
drivers/usb/host/ehci-pci.c:84 [ehci_pci]ehci_pci_reinit =_ "MWI active\012"
drivers/usb/host/ohci-hcd.c:1257 [ohci_hcd]ohci_hcd_mod_init =_ "%s: block sizes: ed %zd td %zd\012"
drivers/usb/host/ohci-hcd.c:1129 [ohci_hcd]ohci_resume =_ "powerup ports\012"
drivers/usb/host/ohci-hcd.c:1058 [ohci_hcd]ohci_restart =_ "restart complete\012"
drivers/usb/host/ohci-hcd.c:1032 [ohci_hcd]ohci_restart =_ "bogus ed %p state %d\012"
drivers/usb/host/ohci-hcd.c:1013 [ohci_hcd]ohci_restart =_ "abort schedule...\012"
drivers/usb/host/ohci-hcd.c:926 [ohci_hcd]ohci_irq =_ "resume detect\012"
drivers/usb/host/ohci-hcd.c:904 [ohci_hcd]ohci_irq =_ "rhsc\012"
drivers/usb/host/ohci-hcd.c:870 [ohci_hcd]ohci_irq =_ "device removed!\012"
drivers/usb/host/ohci-hcd.c:770 [ohci_hcd]io_watchdog_func =_ "takeback pending TD for dev %d ep 0x%x\012"
drivers/usb/host/ohci-hcd.c:626 [ohci_hcd]ohci_run =_ "enabling initreset quirk\012"
drivers/usb/host/ohci-hcd.c:540 [ohci_hcd]ohci_run =_ "fminterval delta %d\012"
drivers/usb/host/ohci-hcd.c:466 [ohci_hcd]ohci_init =_ "USB HC TakeOver from BIOS/SMM\012"
drivers/usb/host/ohci-hcd.c:284 [ohci_hcd]ohci_urb_enqueue =_ "iso underrun %p (%u+%u < %u)\012"
drivers/usb/host/ohci-q.c:893 [ohci_hcd]ed_halted =_ "urb %p path %s ep%d%s %08x cc %d --> status %d\012"
drivers/usb/host/ohci-q.c:825 [ohci_hcd]td_done =_ "urb %p td %p (%d) cc %d, len=%d/%d\012"
drivers/usb/host/ohci-q.c:791 [ohci_hcd]td_done =_ "urb %p iso td %p (%d) len %d cc %d\012"
drivers/usb/host/ohci-q.c:292 [ohci_hcd]periodic_unlink =_ "unlink %sed %p branch %d [%dus.], interval %d\012"
drivers/usb/host/ohci-q.c:250 [ohci_hcd]ed_schedule =_ "ERR %d, interval %d msecs, load %d\012"
drivers/usb/host/ohci-q.c:148 [ohci_hcd]periodic_link =_ "link %sed %p branch %d [%dus.], interval %d\012"
drivers/usb/host/ohci-mem.c:111 [ohci_hcd]td_free =_ "no hash for td %p\012"
drivers/usb/host/ohci-dbg.c:787 [ohci_hcd]create_debug_files =_ "created debug files\012"
drivers/usb/host/ohci-dbg.c:247 [ohci_hcd]ohci_dump =_ "hcca frame #%04x\012"
drivers/usb/host/ohci-dbg.c:241 [ohci_hcd]ohci_dump =_ "OHCI controller state\012"
drivers/usb/host/ohci-dbg.c:235 [ohci_hcd]ohci_dump_roothub =_ "roothub.portstatus [%d] 0x%08x%s%s%s%s%s%s%s%s%s%s%s%s\012"
drivers/usb/host/ohci-dbg.c:230 [ohci_hcd]ohci_dump_roothub =_ "roothub.status %08x%s%s%s%s%s%s\012"
drivers/usb/host/ohci-dbg.c:219 [ohci_hcd]ohci_dump_roothub =_ "roothub.b %08x PPCM=%04x DR=%04x\012"
drivers/usb/host/ohci-dbg.c:212 [ohci_hcd]ohci_dump_roothub =_ "roothub.a %08x POTPGT=%d%s%s%s%s%s NDP=%d(%d)\012"
drivers/usb/host/ohci-dbg.c:135 [ohci_hcd]ohci_dump_status =_ "cmdstatus 0x%05x SOC=%d%s%s%s%s\012"
drivers/usb/host/ohci-dbg.c:125 [ohci_hcd]ohci_dump_status =_ "control 0x%03x%s%s%s HCFS=%s%s%s%s%s CBSR=%d\012"
drivers/usb/host/ohci-dbg.c:110 [ohci_hcd]ohci_dump_status =_ "OHCI %d.%d, %s legacy support registers, rh state %s\012"
drivers/usb/host/ohci-dbg.c:71 [ohci_hcd]maybe_print_eds =_ "%s %08x\012"
drivers/usb/host/ohci-dbg.c:60 [ohci_hcd]ohci_dump_intr_mask =_ "%s 0x%08x%s%s%s%s%s%s%s%s%s\012"
drivers/usb/host/ohci-hub.c:750 [ohci_hcd]ohci_hub_control =_ "%s roothub.portstatus [%d] = 0x%08x%s%s%s%s%s%s%s%s%s%s%s%s\012"
drivers/usb/host/ohci-hub.c:648 [ohci_hcd]root_port_reset =_ "port[%d] reset timeout, stat %08x\012"
drivers/usb/host/ohci-hub.c:288 [ohci_hcd]ohci_rh_resume =_ "restarting schedules ... %08x\012"
drivers/usb/host/ohci-hub.c:191 [ohci_hcd]ohci_rh_resume =_ "lost power\012"
drivers/usb/host/ohci-hub.c:187 [ohci_hcd]ohci_rh_resume =_ "snapshot resume? reinit\012"
drivers/usb/host/ohci-hub.c:183 [ohci_hcd]ohci_rh_resume =_ "%swakeup root hub\012"
drivers/usb/host/ohci-hub.c:178 [ohci_hcd]ohci_rh_resume =_ "%s root hub\012"
drivers/usb/host/ohci-hub.c:168 [ohci_hcd]ohci_rh_resume =_ "duplicate resume\012"
drivers/usb/host/ohci-hub.c:164 [ohci_hcd]ohci_rh_resume =_ "BIOS/SMM active, control %03x\012"
drivers/usb/host/ohci-hub.c:84 [ohci_hcd]ohci_rh_suspend =_ "stopping schedules ...\012"
drivers/usb/host/ohci-hub.c:72 [ohci_hcd]ohci_rh_suspend =_ "%s root hub\012"
drivers/usb/host/ohci-hub.c:67 [ohci_hcd]ohci_rh_suspend =_ "already suspended\012"
drivers/usb/host/ohci-hub.c:63 [ohci_hcd]ohci_rh_suspend =_ "needs reinit!\012"
drivers/usb/host/ohci-hub.c:55 [ohci_hcd]ohci_rh_suspend =_ "resume/suspend?\012"
drivers/usb/host/ohci-pci.c:172 [ohci_pci]ohci_quirk_qemu =_ "enabled qemu quirk\012"
drivers/usb/host/ohci-pci.c:160 [ohci_pci]ohci_quirk_amd700 =_ "enabled AMD prefetch quirk\012"
drivers/usb/host/ohci-pci.c:145 [ohci_pci]ohci_quirk_nec =_ "enabled NEC chipset lost interrupt quirk\012"
drivers/usb/host/ohci-pci.c:98 [ohci_pci]ohci_quirk_zfmicro =_ "enabled Compaq ZFMicro chipset quirks\012"
drivers/usb/host/ohci-pci.c:82 [ohci_pci]ohci_quirk_ns =_ "Using NSC SuperIO setup\012"
drivers/usb/host/ohci-pci.c:62 [ohci_pci]ohci_quirk_opti =_ "WARNING: OPTi workarounds unavailable\012"
drivers/usb/host/ohci-pci.c:48 [ohci_pci]ohci_quirk_amd756 =_ "AMD756 erratum 4 workaround\012"
drivers/usb/host/uhci-pci.c:214 [uhci_hcd]uhci_pci_resume =_ "%s\012"
drivers/usb/host/uhci-pci.c:177 [uhci_hcd]uhci_pci_suspend =_ "%s\012"
drivers/usb/host/uhci-hcd.c:750 [uhci_hcd]uhci_rh_suspend =_ "suspend failed because a port is resuming\012"
drivers/usb/host/uhci-hcd.c:416 [uhci_hcd]wakeup_rh =_ "%s%s\012"
drivers/usb/host/uhci-hcd.c:297 [uhci_hcd]suspend_rh =_ "%s%s\012"
drivers/usb/host/uhci-hub.c:310 [uhci_hcd]uhci_hub_control =_ "port %d portsc %04x,%02x\012"
drivers/usb/host/uhci-q.c:1323 [uhci_hcd]uhci_submit_isochronous =_ "iso underrun %p (%u+%u < %u)\012"
